"Date","Time","At","Opponent","Location","Result","Combined Score","Team Score","Opponent Score","Tournament","Year","Conference","OpponentID","LocationID","ConferenceID"
"Mar 26 (Sun)","1:00 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","L","2-6","2","6","",2017,"Big Ten",10109,30081,20001
"Apr 1 (Sat)","1:00 PM","Away","Rutgers","Piscataway, NJ","W","5-1","5","1","",2017,"Big Ten",10125,30090,20001
"Apr 2 (Sun)","11:00 AM","Away","Rutgers","Piscataway, NJ","W","6-1","6","1","",2017,"Big Ten",10125,30090,20001
"Apr 2 (Sun)","3:00 PM","Away","Rutgers","Piscataway, NJ","W","9-1","9","1","",2017,"Big Ten",10125,30090,20001
"Apr 4 (Tue)","4:00 PM","Home","Richmond","Bob ""Turtle"" Smith Stadium","W","12-11","12","11","",2017,"",10015,30081,NA
"Apr 7 (Fri)","7:35 PM","Away","Nebraska","Lincoln, Neb.","L","1-3","1","3","",2017,"Big Ten",10110,30091,20001
"Apr 8 (Sat)","3:05 PM","Away","Nebraska","Lincoln, Neb.","W","8-5","8","5","",2017,"Big Ten",10110,30091,20001
"Apr 9 (Sun)","1:05 PM","Away","Nebraska","Lincoln, Neb.","L","4-8","4","8","",2017,"Big Ten",10110,30091,20001
"Apr 11 (Tue)","4:00 PM","Home","West Virginia","Bob ""Turtle"" Smith Stadium","W","7-6","7","6","",2017,"",10033,30081,NA
"Apr 12 (Wed)","3:00 PM","Away","George Mason","Fairfax, VA","L","5-8","5","8","",2017,"",10029,30019,NA
"Apr 14 (Fri)","6:30 PM","Home","Penn State","Bob ""Turtle"" Smith Stadium","W","2-1","2","1","",2017,"Big Ten",10049,30081,20001
"Apr 15 (Sat)","2:00 PM","Home","Penn State","Bob ""Turtle"" Smith Stadium","W","8-3","8","3","",2017,"Big Ten",10049,30081,20001
"Apr 16 (Sun)","1:00 PM","Home","Penn State","Bob ""Turtle"" Smith Stadium","W","15-2","15","2","",2017,"Big Ten",10049,30081,20001
"Apr 19 (Wed)","6:00 PM","Away","William & Mary","Williamsburg, Va.","W","6-0","6","0","",2017,"",10046,30035,NA
"Apr 21 (Fri)","6:30 PM","Home","Michigan State","Bob ""Turtle"" Smith Stadium","W","12-2","12","2","",2017,"Big Ten",10116,30081,20001
"Apr 23 (Sun)","10:00 AM","Home","Michigan State","Bob ""Turtle"" Smith Stadium","W","2-1","2","1","",2017,"Big Ten",10116,30081,20001
"Apr 23 (Sun)","1:30 PM","Home","Michigan State","Bob ""Turtle"" Smith Stadium","W","6-2","6","2","",2017,"Big Ten",10116,30081,20001
"Apr 29 (Sat)","2:00 PM","Away","Indiana","Bloomington, IN","L","2-9","2","9","",2017,"Big Ten",10113,30092,20001
"Apr 29 (Sat)","5:00 PM","Away","Indiana","Bloomington, IN","W","9-2","9","2","",2017,"Big Ten",10113,30092,20001
"Apr 30 (Sun)","12:00 PM","Away","Indiana","Bloomington, IN","L","3-6","3","6","",2017,"Big Ten",10113,30092,20001
"May 3 (Wed)","7:00 PM","Neutral","Towson","Aberdeen, Md. (Leidos Field at Ironbirds Stadium)","W","6-5","6","5","",2017,"",10020,30093,NA
"May 5 (Fri)","7:00 PM","Away","Illinois","Champaign, IL","W","9-4","9","4","",2017,"Big Ten",10117,30094,20001
"May 6 (Sat)","4:00 PM","Away","Illinois","Champaign, IL","L","2-6","2","6","",2017,"Big Ten",10117,30094,20001
"May 7 (Sun)","1:00 PM","Away","Illinois","Champaign, IL","L","6-8","6","8","",2017,"Big Ten",10117,30094,20001
"May 9 (Tue)","4:00 PM","Home","UMBC","Bob ""Turtle"" Smith Stadium","W","6-2","6","2","",2017,"",10021,30081,NA
"May 12 (Fri)","2:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","W","7-1","7","1","",2017,"Big Ten",10115,30081,20001
"May 13 (Sat)","3:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","L","3-11","3","11","",2017,"Big Ten",10115,30081,20001
"May 14 (Sun)","1:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","L","5-6","5","6","",2017,"Big Ten",10115,30081,20001
"May 18 (Thu)","6:00 PM","Away","High Point","High Point, N.C.","L","1-2","1","2","",2017,"",10124,30095,NA
"May 19 (Fri)","6:00 PM","Away","High Point","High Point, N.C.","L","6-7","6","7","",2017,"",10124,30095,NA
"May 20 (Sat)","1:00 PM","Away","High Point","High Point, N.C.","W","9-2","9","2","",2017,"",10124,30095,NA
"May 25 (Thu)","1:30 PM","Neutral","Iowa","Bloomington, IN","L","8-9","8","9","Big Ten Tournament",2017,"",10111,30092,NA
"May 25 (Thu)","7:30 PM","Neutral","Purdue","Bloomington, IN","W","5-2","5","2","Big Ten Tournament",2017,"",10090,30092,NA
"May 26 (Fri)","10:15 PM","Neutral","Nebraska","Bloomington, IN","W","8-5","8","5","Big Ten Tournament",2017,"",10110,30092,NA
"May 27 (Sat)","2:00 PM","Neutral","Northwestern","Bloomington, IN","W","9-5","9","5","Big Ten Tournament",2017,"",10115,30092,NA
"May 28 (Sun)","9:00 AM","Neutral","Northwestern","Bloomington, IN","L","5-6","5","6","Big Ten Tournament",2017,"",10115,30092,NA
"Jun 2 (Fri)","2:00 PM","Neutral","West Virginia","Winston-Salem, N.C.","L","1-9","1","9","NCAA Regionals",2017,"",10033,30026,NA
"Jun 3 (Sat)","2:00 PM","Neutral","UMBC","Winston-Salem, N.C.","W","16-2","16","2","NCAA Regionals",2017,"",10021,30026,NA
"Jun 5 (Mon)","12:00 PM","Neutral","West Virginia","Winston-Salem, N.C.","L","5-8","5","8","NCAA Regionals",2017,"",10033,30026,NA
"Feb 16 (Fri)","6:00 PM","Away","Tennessee","Knoxville, Tenn.","W","4-0","4","0","",2018,"",10121,30096,NA
"Feb 18 (Sun)","1:00 PM","Away","Tennessee","Knoxville, Tenn.","W","10-4","10","4","",2018,"",10121,30096,NA
"Feb 18 (Sun)","3:30 PM","Away","Tennessee","Knoxville, Tenn.","L","6-13","6","13","",2018,"",10121,30096,NA
"Feb 21 (Wed)","4:00 PM","Away","William & Mary","Williamsburg, Va.","L","4-10","4","10","",2018,"",10046,30035,NA
"Feb 23 (Fri)","4:00 PM","Home","Army","Bob ""Turtle"" Smith Stadium","L","3-4","3","4","",2018,"",10085,30081,NA
"Feb 24 (Sat)","1:00 PM","Home","Army","Bob ""Turtle"" Smith Stadium","L","0-3","0","3","",2018,"",10085,30081,NA
"Feb 25 (Sun)","1:00 PM","Home","Army","Bob ""Turtle"" Smith Stadium","W","6-3","6","3","",2018,"",10085,30081,NA
"Feb 28 (Wed)","3:00 PM","Away","VCU","Richmond, VA","W","2-0","2","0","",2018,"",10075,30011,NA
"Mar 2 (Fri)","11:00 AM","Neutral","Radford","Conway, S.C.","W","11-4","11","4","Coastal Caroline Tournament",2018,"Coastal Caroline Tournament",10130,30057,20002
"Mar 3 (Sat)","3:00 PM","Away","Coastal Carolina","Conway, S.C.","W","7-6","7","6","Coastal Caroline Tournament",2018,"Coastal Caroline Tournament",10076,30057,20002
"Mar 4 (Sun)","11:00 AM","Neutral","Ball State","Conway, S.C.","W","13-1","13","1","Coastal Caroline Tournament",2018,"Coastal Caroline Tournament",10126,30057,20002
"Mar 8 (Thu)","4:00 PM","Home","Delaware","Bob ""Turtle"" Smith Stadium","L","1-7","1","7","",2018,"",10054,30081,NA
"Mar 9 (Fri)","4:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","L","3-7","3","7","",2018,"",10101,30081,NA
"Mar 10 (Sat)","2:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","12-6","12","6","",2018,"",10101,30081,NA
"Mar 11 (Sun)","1:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","5-3","5","3","",2018,"",10101,30081,NA
"Mar 13 (Tue)","3:00 PM","Away","Delaware","Newark, DE","L","6-7","6","7","",2018,"",10054,30042,NA
"Mar 16 (Fri)","6:30 PM","Away","East Carolina","Greenville, N.C.","L","0-4","0","4","",2018,"",10026,30052,NA
"Mar 17 (Sat)","4:00 PM","Away","East Carolina","Greenville, N.C.","L","18-4","18","4","",2018,"",10026,30052,NA
"Mar 18 (Sun)","1:00 PM","Away","East Carolina","Greenville, N.C.","L","0-4","0","4","",2018,"",10026,30052,NA
"Mar 20 (Tue)","6:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","1-13","1","13","",2018,"",10014,30025,NA
"Mar 21 (Wed)","4:00 PM","Away","Elon","Elon College, N.C.","W","11-3","11","3","",2018,"",10004,30002,NA
"Mar 23 (Fri)","3:00 PM","Home","Stetson","Bob ""Turtle"" Smith Stadium","L","3-12","3","12","",2018,"",10051,30081,NA
"Mar 24 (Sat)","2:00 PM","Home","Stetson","Bob ""Turtle"" Smith Stadium","W","6-1","6","1","",2018,"",10051,30081,NA
"Mar 25 (Sun)","1:00 PM","Home","Stetson","Bob ""Turtle"" Smith Stadium","W","2-0","2","0","",2018,"",10051,30081,NA
"Mar 27 (Tue)","3:00 PM","Away","Richmond","Richmond, VA","L","3-10","3","10","",2018,"",10015,30011,NA
"Mar 30 (Fri)","6:30 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","L","0-4","0","4","",2018,"Big Ten",10115,30081,20001
"Mar 31 (Sat)","2:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","W","6-5","6","5","",2018,"Big Ten",10115,30081,20001
"Apr 1 (Sun)","12:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","W","4-3","4","3","",2018,"Big Ten",10115,30081,20001
"Apr 3 (Tue)","4:00 PM","Home","William & Mary","Bob ""Turtle"" Smith Stadium","L","3-4","3","4","",2018,"",10046,30081,NA
"Apr 6 (Fri)","3:00 PM","Home","Illinois","Bob ""Turtle"" Smith Stadium","L","6-10","6","10","",2018,"Big Ten",10117,30081,20001
"Apr 6 (Fri)","6:30 PM","Home","Illinois","Bob ""Turtle"" Smith Stadium","W","7-1","7","1","",2018,"Big Ten",10117,30081,20001
"Apr 8 (Sun)","12:00 PM","Home","Illinois","Bob ""Turtle"" Smith Stadium","L","2-4","2","4","",2018,"Big Ten",10117,30081,20001
"Apr 10 (Tue)","4:00 PM","Away","James Madison","Harrisonburg, VA","W","2-1","2","1","",2018,"",10006,30024,NA
"Apr 13 (Fri)","4:00 PM","Away","Michigan","Ann Arbor, Mich.","L","4-10","4","10","",2018,"Big Ten",10109,30074,20001
"Apr 15 (Sun)","1:00 PM","Away","Michigan","Ann Arbor, Mich.","L","3-6","3","6","",2018,"Big Ten",10109,30074,20001
"Apr 17 (Tue)","4:00 PM","Home","VCU","Bob ""Turtle"" Smith Stadium","L","3-14","3","14","",2018,"",10075,30081,NA
"Apr 20 (Fri)","6:30 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","L","1-7","1","7","",2018,"Big Ten",10090,30081,20001
"Apr 21 (Sat)","2:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","L","3-4","3","4","",2018,"Big Ten",10090,30081,20001
"Apr 22 (Sun)","1:00 PM","Home","Purdue","Bob ""Turtle"" Smith Stadium","L","6-8","6","8","",2018,"Big Ten",10090,30081,20001
"Apr 25 (Wed)","4:00 PM","Home","James Madison","Bob ""Turtle"" Smith Stadium","W","6-1","6","1","",2018,"",10006,30081,NA
"Apr 27 (Fri)","3:05 PM","Away","Michigan State","East Lansing, Mich.","L","2-4","2","4","",2018,"Big Ten",10116,30086,20001
"Apr 28 (Sat)","1:05 PM","Away","Michigan State","East Lansing, Mich.","W","8-2","8","2","",2018,"Big Ten",10116,30086,20001
"Apr 29 (Sun)","1:05 PM","Away","Michigan State","East Lansing, Mich.","W","5-3","5","3","",2018,"Big Ten",10116,30086,20001
"May 1 (Tue)","6:30 PM","Away","West Virginia","Morgantown, W. Va.","L","5-9","5","9","",2018,"",10033,30041,NA
"May 4 (Fri)","7:35 PM","Away","Nebraska","Lincoln, Neb.","W","15-7","15","7","",2018,"Big Ten",10110,30091,20001
"May 5 (Sat)","3:05 PM","Away","Nebraska","Lincoln, Neb.","L","8-17","8","17","",2018,"Big Ten",10110,30091,20001
"May 6 (Sun)","2:05 PM","Away","Nebraska","Lincoln, Neb.","L","2-5","2","5","",2018,"Big Ten",10110,30091,20001
"May 9 (Wed)","4:00 PM","Home","Towson","Bob ""Turtle"" Smith Stadium","W","8-7","8","7","",2018,"",10020,30081,NA
"May 11 (Fri)","6:30 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","W","5-2","5","2","",2018,"Big Ten",10125,30081,20001
"May 12 (Sat)","2:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","W","17-2","17","2","",2018,"Big Ten",10125,30081,20001
"May 13 (Sun)","1:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","W","8-6","8","6","",2018,"Big Ten",10125,30081,20001
"May 17 (Thu)","7:00 PM","Away","Indiana","Bloomington, IN","L","5-6","5","6","",2018,"Big Ten",10113,30092,20001
"May 18 (Fri)","1:05 PM","Away","Indiana","Bloomington, IN","L","1-5","1","5","",2018,"Big Ten",10113,30092,20001
"May 19 (Sat)","5:05 PM","Away","Indiana","Bloomington, IN","L","3-13","3","13","",2018,"Big Ten",10113,30092,20001
"May 23 (Wed)","TBA","Neutral","TBA","Omaha, NE (TD Ameritrade Park)",NA,NA,NA,NA,"Big Ten Tournament",2018,"Big Ten",10131,30087,20001
"Feb 15 (Fri)","11:00 AM","Neutral","Campbell","Conway, S.C.","L","6-10","6","10","",2019,"",10132,30057,NA
"Feb 16 (Sat)","3:30 PM","Away","Coastal Carolina","Conway, S.C.","L","2-7","2","7","",2019,"",10076,30057,NA
"Feb 17 (Sun)","11:00 AM","Neutral","VCU","Conway, S.C.","W","5-3","5","3","",2019,"",10075,30057,NA
"Feb 22 (Fri)","1:00 PM","Home","Maine","Bob ""Turtle"" Smith Stadium","W","4-0","4","0","",2019,"",10133,30081,NA
"Feb 22 (Fri)","4:00 PM","Home","Maine","Bob ""Turtle"" Smith Stadium","W","5-3","5","3","",2019,"",10133,30081,NA
"Feb 24 (Sun)","1:00 PM","Home","Maine","Bob ""Turtle"" Smith Stadium","W","9-6","9","6","",2019,"",10133,30081,NA
"Feb 26 (Tue)","3:00 PM","Away","Virginia Commonwealth","Richmond, VA","W","4-3","4","3","",2019,"",10134,30011,NA
"Mar 1 (Fri)","7:30 PM","Away","Lafayette","Lafayette, LA","W","4-2","4","2","",2019,"",10074,30097,NA
"Mar 2 (Sat)","3:00 PM","Away","Lafayette","Lafayette, LA","L","3-4","3","4","",2019,"",10074,30097,NA
"Mar 2 (Sat)","6:30 PM","Away","Lafayette","Lafayette, LA","L","1-2","1","2","",2019,"",10074,30097,NA
"Mar 5 (Tue)","4:00 PM","Home","Delaware","Bob ""Turtle"" Smith Stadium","W","11-6","11","6","",2019,"",10054,30081,NA
"Mar 8 (Fri)","6:30 PM","Away","Stetson","DeLand, FL","W","7-0","7","0","",2019,"",10051,30038,NA
"Mar 9 (Sat)","6:30 PM","Away","Stetson","DeLand, FL","L","7-12","7","12","",2019,"",10051,30038,NA
"Mar 10 (Sun)","1:00 PM","Away","Stetson","DeLand, FL","W","8-4","8","4","",2019,"",10051,30038,NA
"Mar 13 (Wed)","3:00 PM","Away","Delaware","Newark, DE","W","11-6","11","6","",2019,"",10054,30042,NA
"Mar 15 (Fri)","6:30 PM","Home","East Carolina","Bob ""Turtle"" Smith Stadium","L","0-9","0","9","",2019,"",10026,30081,NA
"Mar 16 (Sat)","2:00 PM","Home","East Carolina","Bob ""Turtle"" Smith Stadium","L","1-2","1","2","",2019,"",10026,30081,NA
"Mar 17 (Sun)","1:00 PM","Home","East Carolina","Bob ""Turtle"" Smith Stadium","L","0-3","0","3","",2019,"",10026,30081,NA
"Mar 19 (Tue)","4:00 PM","Away","Elon","Elon College, N.C.","W","11-4","11","4","",2019,"",10004,30002,NA
"Mar 20 (Wed)","4:00 PM","Away","Elon","Elon College, N.C.","W","12-4","12","4","",2019,"",10004,30002,NA
"Mar 22 (Fri)","6:30 PM","Home","Creighton","College Park, MD","L","2-3","2","3","",2019,"",10072,30015,NA
"Mar 23 (Sat)","2:00 PM","Home","Creighton","College Park, MD","L","3-5","3","5","",2019,"",10072,30015,NA
"Mar 24 (Sun)","11:00 AM","Home","Creighton","College Park, MD","L","6-8","6","8","",2019,"",10072,30015,NA
"Mar 29 (Fri)","6:30 PM","Home","Indiana","Bob ""Turtle"" Smith Stadium","W","2-0","2","0","",2019,"Big Ten",10113,30081,20001
"Mar 30 (Sat)","2:00 PM","Home","Indiana","Bob ""Turtle"" Smith Stadium","L","5-20","5","20","",2019,"Big Ten",10113,30081,20001
"Mar 31 (Sun)","1:00 PM","Home","Indiana","Bob ""Turtle"" Smith Stadium","L","4-19","4","19","",2019,"Big Ten",10113,30081,20001
"Apr 3 (Wed)","4:00 PM","Away","William & Mary","Williamsburg, Va.","L","1-8","1","8","",2019,"",10046,30035,NA
"Apr 5 (Fri)","7:00 PM","Away","Illinois","Urbana-Champaign, IL","W","4-2","4","2","",2019,"Big Ten",10117,30098,20001
"Apr 6 (Sat)","2:00 PM","Away","Illinois","Urbana-Champaign, IL","L","1-5","1","5","",2019,"Big Ten",10117,30098,20001
"Apr 6 (Sat)","5:00 PM","Away","Illinois","Urbana-Champaign, IL","W","8-4","8","4","",2019,"Big Ten",10117,30098,20001
"Apr 9 (Tue)","4:00 PM","Home","William & Mary","Bob ""Turtle"" Smith Stadium","W","16-10","16","10","",2019,"",10046,30081,NA
"Apr 10 (Wed)","4:00 PM","Home","West Virginia","Bob ""Turtle"" Smith Stadium","L","1-8","1","8","",2019,"",10033,30081,NA
"Apr 12 (Fri)","4:30 PM","Away","Northwestern","Evanston, IL","W","13-8","13","8","",2019,"Big Ten",10115,30077,20001
"Apr 13 (Sat)","12:00 PM","Away","Northwestern","Evanston, IL","L","7-13","7","13","",2019,"Big Ten",10115,30077,20001
"Apr 13 (Sat)","3:00 PM","Away","Northwestern","Evanston, IL","W","12-10","12","10","",2019,"Big Ten",10115,30077,20001
"Apr 16 (Tue)","4:00 PM","Home","James Madison","Bob ""Turtle"" Smith Stadium","L","1-14","1","14","",2019,"",10006,30081,NA
"Apr 17 (Wed)","3:00 PM","Away","George Mason","Fairfax, VA","L","5-9","5","9","",2019,"",10029,30019,NA
"Apr 20 (Sat)","1:00 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","14-8","14","8","",2019,"Big Ten",10114,30081,20001
"Apr 20 (Sat)","4:00 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","L","9-10","9","10","",2019,"Big Ten",10114,30081,20001
"Apr 21 (Sun)","1:00 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","L","1-5","1","5","",2019,"Big Ten",10114,30081,20001
"Apr 23 (Tue)","4:00 PM","Home","Virginia Commonwealth","Bob ""Turtle"" Smith Stadium","W","10-5","10","5","",2019,"",10134,30081,NA
"Apr 26 (Fri)","6:30 PM","Away","Penn State","University Park, PA","W","5-2","5","2","",2019,"Big Ten",10049,30040,20001
"Apr 27 (Sat)","2:00 PM","Away","Penn State","University Park, PA","W","6-4","6","4","",2019,"Big Ten",10049,30040,20001
"Apr 27 (Sat)","5:30 PM","Away","Penn State","University Park, PA","L","7-10","7","10","",2019,"Big Ten",10049,30040,20001
"May 1 (Wed)","3:30 PM","Away","Villanova","Villanova, PA","W","5-2","5","2","",2019,"",10135,30099,NA
"May 3 (Fri)","5:30 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","L","7-10","7","10","",2019,"Big Ten",10109,30081,20001
"May 4 (Sat)","1:00 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","L","4-10","4","10","",2019,"Big Ten",10109,30081,20001
"May 5 (Sun)","2:00 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","L","1-13","1","13","",2019,"Big Ten",10109,30081,20001
"May 10 (Fri)","7:30 PM","Away","Minnesota","Minneapolis, Minn.","W","7-3","7","3","",2019,"Big Ten",10108,30085,20001
"May 11 (Sat)","8:00 PM","Away","Minnesota","Minneapolis, Minn.","L","3-9","3","9","",2019,"Big Ten",10108,30085,20001
"May 12 (Sun)","2:00 PM","Away","Minnesota","Minneapolis, Minn.","L","1-2","1","2","",2019,"Big Ten",10108,30085,20001
"May 14 (Tue)","6:00 PM","Away","James Madison","Harrisonburg, VA","W","6-5","6","5","",2019,"",10006,30024,NA
"May 16 (Thu)","6:30 PM","Home","Iowa","Bob ""Turtle"" Smith Stadium","W","8-6","8","6","",2019,"Big Ten",10111,30081,20001
"May 17 (Fri)","6:30 PM","Home","Iowa","Bob ""Turtle"" Smith Stadium","W","8-4","8","4","",2019,"Big Ten",10111,30081,20001
"May 18 (Sat)","2:00 PM","Home","Iowa","Bob ""Turtle"" Smith Stadium","W","10-8","10","8","",2019,"Big Ten",10111,30081,20001
"May 22 (Wed)","10:00 AM","Neutral","Illinois","Omaha, NE (TD Ameritrade Park)","W","6-2","6","2","Big Ten Tournament",2019,"Big Ten",10117,30087,20001
"May 23 (Thu)","6:00 PM","Neutral","Ohio State","Omaha, NE (TD Ameritrade Park)","L","2-3","2","3","Big Ten Tournament",2019,"Big Ten",10114,30087,20001
"May 25 (Sat)","5:00 PM","Neutral","Michigan","Omaha, NE (TD Ameritrade Park)","L","4-10","4","10","Big Ten Tournament",2019,"Big Ten",10109,30087,20001
"Feb 14 (Fri)","6:00 PM","Away","Charleston","Charleston, S.C.","W","11-2","11","2","",2020,"",10040,30017,NA
"Feb 15 (Sat)","11:30 AM","Neutral","Iowa","Mt. Pleasant, S.C.","W","8-2","8","2","",2020,"",10111,30100,NA
"Feb 16 (Sun)","12:00 PM","Away","Charleston","Mt. Pleasant, S.C.","W","4-2","4","2","",2020,"",10040,30100,NA
"Feb 21 (Fri)","3:00 PM","Home","Rhode Island","Bob ""Turtle"" Smith Stadium","W","9-3","9","3","",2020,"",10120,30081,NA
"Feb 22 (Sat)","2:00 PM","Home","Rhode Island","Bob ""Turtle"" Smith Stadium","L","8-11","8","11","",2020,"",10120,30081,NA
"Feb 23 (Sun)","1:00 PM","Home","Rhode Island","Bob ""Turtle"" Smith Stadium","W","3-0","3","0","",2020,"",10120,30081,NA
"Feb 25 (Tue)","4:00 PM","Home","George Mason","Bob ""Turtle"" Smith Stadium","W","13-3","13","3","",2020,"",10029,30081,NA
"Feb 28 (Fri)","4:00 PM","Away","Coastal Carolina","Conway, S.C.","L","0-16","0","16","",2020,"",10076,30057,NA
"Feb 29 (Sat)","2:00 PM","Away","Coastal Carolina","Conway, S.C.","L","3-10","3","10","",2020,"",10076,30057,NA
"Mar 1 (Sun)","1:00 PM","Away","Coastal Carolina","Conway, S.C.","L","2-3","2","3","",2020,"",10076,30057,NA
"Mar 4 (Wed)","4:00 PM","Home","Delaware","Bob ""Turtle"" Smith Stadium","W","13-6","13","6","",2020,"",10054,30081,NA
"Mar 6 (Fri)","4:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","14-3","14","3","",2020,"",10101,30081,NA
"Mar 7 (Sat)","2:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","8-3","8","3","",2020,"",10101,30081,NA
"Mar 8 (Sun)","1:00 PM","Home","Bryant","Bob ""Turtle"" Smith Stadium","W","13-3","13","3","",2020,"",10101,30081,NA
"Mar 11 (Wed)","4:00 PM","Home","James Madison","Bob ""Turtle"" Smith Stadium","L","2-4","2","4","",2020,"",10006,30081,NA
"Mar 5 (Fri)","6:30 PM","Neutral","Michigan State","Fluor Field (Greenville, S.C.)","L","0-6","0","6","",2021,"Big Ten",10116,30101,20001
"Mar 6 (Sat)","4:30 PM","Neutral","Michigan State","Fluor Field (Greenville, S.C.)","L","4-7","4","7","",2021,"Big Ten",10116,30101,20001
"Mar 6 (Sat)","7:30 PM","Neutral","Michigan State","Fluor Field (Greenville, S.C.)","L","4-5","4","5","",2021,"Big Ten",10116,30101,20001
"Mar 7 (Sun)","1:30 PM","Neutral","Michigan State","Fluor Field (Greenville, S.C.)","W","3-2","3","2","",2021,"Big Ten",10116,30101,20001
"Mar 12 (Fri)","4:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","W","13-8","13","8","",2021,"Big Ten",10125,30081,20001
"Mar 13 (Sat)","12:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","L","3-9","3","9","",2021,"Big Ten",10125,30081,20001
"Mar 13 (Sat)","3:30 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","L","7-8","7","8","",2021,"Big Ten",10125,30081,20001
"Mar 14 (Sun)","1:00 PM","Home","Rutgers","Bob ""Turtle"" Smith Stadium","W","9-5","9","5","",2021,"Big Ten",10125,30081,20001
"Mar 20 (Sat)","1:00 PM","Away","Penn State","University Park, PA","W","19-10","19","10","",2021,"Big Ten",10049,30040,20001
"Mar 21 (Sun)","1:00 PM","Away","Penn State","University Park, PA","L","5-6","5","6","",2021,"Big Ten",10049,30040,20001
"Mar 22 (Mon)","4:00 PM","Away","Penn State","University Park, PA","W","7-1","7","1","",2021,"Big Ten",10049,30040,20001
"Mar 27 (Sat)","5:00 PM","Neutral","Iowa","Columbus, OH","L","4-6","4","6","",2021,"Big Ten",10111,30076,20001
"Mar 28 (Sun)","12:00 PM","Neutral","Iowa","Columbus, OH","L","2-11","2","11","",2021,"Big Ten",10111,30076,20001
"Mar 28 (Sun)","4:00 PM","Away","Ohio State","Columbus, OH","L","4-5","4","5","",2021,"Big Ten",10114,30076,20001
"Mar 29 (Mon)","3:00 PM","Away","Ohio State","Columbus, OH","W","9-3","9","3","",2021,"Big Ten",10114,30076,20001
"Apr 2 (Fri)","4:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","W","4-3","4","3","College Park Pod",2021,"Big Ten",10115,30081,20001
"Apr 3 (Sat)","12:00 PM","Home","Northwestern","Bob ""Turtle"" Smith Stadium","W","8-4","8","4","College Park Pod",2021,"Big Ten",10115,30081,20001
"Apr 4 (Sun)","3:30 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","L","5-6","5","6","College Park Pod",2021,"Big Ten",10109,30081,20001
"Apr 5 (Mon)","3:00 PM","Home","Michigan","Bob ""Turtle"" Smith Stadium","W","17-7","17","7","College Park Pod",2021,"Big Ten",10109,30081,20001
"Apr 9 (Fri)","5:00 PM","Away","Nebraska","Lincoln, Neb.","L","2-6","2","6","",2021,"Big Ten",10110,30091,20001
"Apr 10 (Sat)","3:00 PM","Away","Nebraska","Lincoln, Neb.","W","10-7","10","7","",2021,"Big Ten",10110,30091,20001
"Apr 11 (Sun)","1:00 PM","Away","Nebraska","Lincoln, Neb.","L","3-14","3","14","",2021,"Big Ten",10110,30091,20001
"Apr 16 (Fri)","6:30 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","10-6","10","6","",2021,"Big Ten",10114,30081,20001
"Apr 17 (Sat)","2:00 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","5-4","5","4","",2021,"Big Ten",10114,30081,20001
"Apr 18 (Sun)","1:00 PM","Home","Ohio State","Bob ""Turtle"" Smith Stadium","W","9-4","9","4","",2021,"Big Ten",10114,30081,20001
"Apr 23 (Fri)","8:05 PM","Away","Iowa","Iowa City, IA","L","2-6","2","6","",2021,"Big Ten",10111,30084,20001
"Apr 24 (Sat)","2:05 PM","Away","Iowa","Iowa City, IA","W","8-6","8","6","",2021,"Big Ten",10111,30084,20001
"Apr 24 (Sat)","6:05 PM","Neutral","Northwestern","Iowa City, IA","W","2-1","2","1","",2021,"Big Ten",10115,30084,20001
"Apr 25 (Sun)","1:05 PM","Neutral","Northwestern","Iowa City, IA","W","9-7","9","7","",2021,"Big Ten",10115,30084,20001
