"Date","Time","At","Opponent","Location","Result","Combined Score","Team Score","Opponent Score","Tournament","Year","Conference","OpponentID","LocationID","ConferenceID"
"Apr 6 (Sun)","1:00 PM","Home","New York Tech","College Park, MD","W","5-0","5","0","",2003,"",10053,30015,NA
"Apr 8 (Tue)","5:00 PM","Home","Georgetown","College Park, MD","L","4-8","4","8","",2003,"",10034,30015,NA
"Apr 12 (Sat)","4:00 PM","Home","North Carolina","College Park, MD","L","2-9","2","9","",2003,"",10014,30015,NA
"Apr 12 (Sat)","7:00 PM","Home","North Carolina","College Park, MD","L","2-15","2","15","",2003,"",10014,30015,NA
"Apr 13 (Sun)","1:00 PM","Home","North Carolina","College Park, MD","L","0-4","0","4","",2003,"",10014,30015,NA
"Apr 15 (Tue)","3:00 PM","Away","Penn State","University Park, PA","W","3-2","3","2","",2003,"",10049,30040,NA
"Apr 16 (Wed)","5:00 PM","Home","Towson","College Park, MD","L","4-7","4","7","",2003,"",10020,30015,NA
"Apr 19 (Sat)","1:00 PM","Home","Clemson","College Park, MD","W","9-6","9","6","",2003,"",10009,30015,NA
"Apr 19 (Sat)","4:00 PM","Home","Clemson","College Park, MD","W","8-4","8","4","",2003,"",10009,30015,NA
"Apr 20 (Sun)","1:00 PM","Home","Clemson","College Park, MD","L","5-20","5","20","",2003,"",10009,30015,NA
"Apr 22 (Tue)","3:00 PM","Away","West Virginia","Morgantown, W. Va.","L","8-21","8","21","",2003,"",10033,30041,NA
"Apr 23 (Wed)","7:00 PM","Home","James Madison","College Park, MD","L","5-10","5","10","",2003,"",10006,30015,NA
"Apr 26 (Sat)","1:00 PM","Away","Duke","Durham, N.C.","L","2-3","2","3","",2003,"",10013,30016,NA
"Apr 26 (Sat)","4:00 PM","Away","Duke","Durham, N.C.","W","3-1","3","1","",2003,"",10013,30016,NA
"Apr 27 (Sun)","1:30 PM","Away","Duke","Durham, N.C.","W","8-1","8","1","",2003,"",10013,30016,NA
"Apr 29 (Tue)","3:00 PM","Away","Delaware","Newark, DE","L","5-9","5","9","",2003,"",10054,30042,NA
"Apr 30 (Wed)","4:00 PM","Away","Towson","Towson, MD","L","3-6","3","6","",2003,"",10020,30027,NA
"May 2 (Fri)","7:00 PM","Away","NC State","Raleigh, N.C.","W","5-2","5","2","",2003,"",10038,30032,NA
"May 3 (Sat)","1:30 PM","Away","NC State","Raleigh, N.C.","W","8-7","8","7","",2003,"",10038,30032,NA
"May 4 (Sun)","1:30 PM","Away","NC State","Raleigh, N.C.","L","7-4","7","4","",2003,"",10038,30032,NA
"May 6 (Tue)","3:00 PM","Away","Navy","Annapolis, Md.","W","7-2","7","2","",2003,"",10048,30036,NA
"May 9 (Fri)","7:00 PM","Home","Florida State","College Park, MD","L","4-15","4","15","",2003,"",10022,30015,NA
"May 10 (Sat)","1:00 PM","Home","Florida State","College Park, MD","L","6-14","6","14","",2003,"",10022,30015,NA
"May 11 (Sun)","1:00 PM","Home","Florida State","College Park, MD","L","7-17","7","17","",2003,"",10022,30015,NA
"May 14 (Wed)","4:00 PM","Home","William & Mary","College Park, MD","W","11-5","11","5","",2003,"",10046,30015,NA
"May 20 (Tue)","7:30 PM","Away","Duke","Salem, VA","L","3-5","3","5","ACC",2003,"",10013,30043,NA
"Feb 13 (Fri)","4:00 PM","Away","Winthrop","Rock Hill, S.C.","L","6-7","6","7","",2004,"",10055,30044,NA
"Feb 20 (Fri)","2:30 PM","Away","Charleston","Charleston, S.C.","L","9-10","9","10","",2004,"",10040,30017,NA
"Feb 21 (Sat)","4:00 PM","Away","Charleston","Charleston, S.C.","L","3-8","3","8","",2004,"",10040,30017,NA
"Feb 22 (Sun)","10:00 AM","Away","Gardner Webb","Charleston, S.C.","L","0-2","0","2","",2004,"",10056,30017,NA
"Feb 27 (Fri)","5:00 PM","Away","Vanderbilt","Nashville, Tenn.","L","0-8","0","8","",2004,"",10057,30045,NA
"Feb 28 (Sat)","2:00 PM","Away","Belmont","Nashville, Tenn.","L","0-8","0","8","",2004,"",10058,30045,NA
"Feb 29 (Sun)","2:00 PM","Away","Lipscomb","Nashville, Tenn.","W","10-6","10","6","",2004,"",10059,30045,NA
"Mar 5 (Fri)","3:00 PM","Home","Buffalo","Richmond, VA","W","6-1","6","1","",2004,"",10060,30011,NA
"Mar 5 (Fri)","6:30 PM","Home","Buffalo","Richmond, VA","W","13-2","13","2","",2004,"",10060,30011,NA
"Mar 6 (Sat)","4:00 PM","Home","Buffalo","Richmond, VA","L","0-6","0","6","",2004,"",10060,30011,NA
"Mar 9 (Tue)","2:30 PM","Away","Towson","Towson, MD","W","10-4","10","4","",2004,"",10020,30027,NA
"Mar 10 (Wed)","3:00 PM","Away","UMBC","Baltimore, Md.","W","21-4","21","4","",2004,"",10021,30023,NA
"Mar 13 (Sat)","1:00 PM","Home","Hartford","Bowie, Md.","W","7-2","7","2","",2004,"",10061,30046,NA
"Mar 14 (Sun)","1:00 PM","Home","Hartford","Bowie, Md.","W","10-5","10","5","",2004,"",10061,30046,NA
"Mar 15 (Mon)","3:00 PM","Home","Hartford","Bowie, Md.","W","10-3","10","3","",2004,"",10061,30046,NA
"Mar 17 (Wed)","3:00 PM","Home","Georgetown","Bowie, Md.","W","17-4","17","4","",2004,"",10034,30046,NA
"Mar 19 (Fri)","7:00 PM","Away","Florida State","Tallahassee, FL","L","6-16","6","16","",2004,"",10022,30022,NA
"Mar 20 (Sat)","7:00 PM","Away","Florida State","Tallahassee, FL","L","1-10","1","10","",2004,"",10022,30022,NA
"Mar 21 (Sun)","1:00 PM","Away","Florida State","Tallahassee, FL","L","6-13","6","13","",2004,"",10022,30022,NA
"Mar 24 (Wed)","2:30 PM","Away","James Madison","Harrisonburg, VA","L","4-6","4","6","",2004,"",10006,30024,NA
"Mar 26 (Fri)","7:00 PM","Home","Duke","Bowie, Md.","L","5-13","5","13","",2004,"",10013,30046,NA
"Mar 27 (Sat)","3:00 PM","Home","Duke","Bowie, Md.","W","6-4","6","4","",2004,"",10013,30046,NA
"Mar 28 (Sun)","1:00 PM","Home","Duke","Bowie, Md.","W","3-1","3","1","",2004,"",10013,30046,NA
"Mar 30 (Tue)","7:00 PM","Home","Va Commonwealth","Bowie, Md.","W","9-7","9","7","",2004,"",10007,30046,NA
"Mar 31 (Wed)","2:30 PM","Away","Delaware","Newark, DE","W","9-6","9","6","",2004,"",10054,30042,NA
"Apr 2 (Fri)","7:15 PM","Away","Clemson","Clemson, S.C.","L","2-3","2","3","",2004,"",10009,30021,NA
"Apr 3 (Sat)","4:00 PM","Away","Clemson","Clemson, S.C.","L","2-9","2","9","",2004,"",10009,30021,NA
"Apr 4 (Sun)","1:00 PM","Away","Clemson","Clemson, S.C.","L","2-8","2","8","",2004,"",10009,30021,NA
"Apr 6 (Tue)","4:00 PM","Home","Maryland-Eastern Shore","Aberdeen, Md.","W","9-1","9","1","",2004,"",10018,30047,NA
"Apr 6 (Tue)","7:00 PM","Home","Maryland-Eastern Shore","Aberdeen, Md.","W","10-6","10","6","",2004,"",10018,30047,NA
"Apr 7 (Wed)","7:00 PM","Home","UMBC","Aberdeen, Md.","W","2-0","2","0","",2004,"",10021,30047,NA
"Apr 9 (Fri)","7:00 PM","Home","North Carolina State","Frederick, Md.","L","3-6","3","6","",2004,"",10062,30048,NA
"Apr 10 (Sat)","6:00 PM","Home","North Carolina State","Frederick, Md.","L","0-3","0","3","",2004,"",10062,30048,NA
"Apr 10 (Sat)","8:30 PM","Home","North Carolina State","Frederick, Md.","L","3-8","3","8","",2004,"",10062,30048,NA
"Apr 16 (Fri)","7:00 PM","Home","Virginia","Bowie, Md.","L","3-5","3","5","",2004,"",10019,30046,NA
"Apr 17 (Sat)","7:00 PM","Home","Virginia","Bowie, Md.","L","6-7","6","7","",2004,"",10019,30046,NA
"Apr 18 (Sun)","1:00 PM","Home","Virginia","Bowie, Md.","L","1-2","1","2","",2004,"",10019,30046,NA
"Apr 20 (Tue)","7:00 PM","Home","Towson","Bowie, Md.","W","14-12","14","12","",2004,"",10020,30046,NA
"Apr 21 (Wed)","7:00 PM","Home","Va Commonwealth","Bowie, Md.","L","1-4","1","4","",2004,"",10007,30046,NA
"Apr 23 (Fri)","3:00 PM","Away","Wake Forest","Winston-Salem, N.C.","L","16-21","16","21","",2004,"",10023,30026,NA
"Apr 24 (Sat)","1:30 PM","Away","Wake Forest","Winston-Salem, N.C.","L","5-10","5","10","",2004,"",10023,30026,NA
"Apr 25 (Sun)","1:30 PM","Away","Wake Forest","Winston-Salem, N.C.","W","13-11","13","11","",2004,"",10023,30026,NA
"Apr 27 (Tue)","7:00 PM","Home","James Madison","Frederick, Md.","W","2-1","2","1","",2004,"",10006,30048,NA
"Apr 28 (Wed)","7:00 PM","Home","West Virginia","Frederick, Md.","L","3-6","3","6","",2004,"",10033,30048,NA
"May 4 (Tue)","3:00 PM","Away","Towson","Towson, MD","L","4-7","4","7","",2004,"",10020,30027,NA
"May 5 (Wed)","7:00 PM","Home","Delaware","Bowie, Md.","L","6-7","6","7","",2004,"",10054,30046,NA
"May 7 (Fri)","7:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","9-11","9","11","",2004,"",10014,30025,NA
"May 8 (Sat)","1:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","1-7","1","7","",2004,"",10014,30025,NA
"May 9 (Sun)","1:30 PM","Away","North Carolina","Chapel Hill, N.C.","W","3-1","3","1","",2004,"",10014,30025,NA
"May 11 (Tue)","4:00 PM","Home","Duquesne","Frederick, Md.","W","10-4","10","4","",2004,"",10063,30048,NA
"May 21 (Fri)","7:00 PM","Home","Georgia Tech","Aberdeen, Md.","L","2-10","2","10","",2004,"",10011,30047,NA
"May 22 (Sat)","7:00 PM","Home","Georgia Tech","Aberdeen, Md.","L","1-15","1","15","",2004,"",10011,30047,NA
"May 23 (Sun)","1:00 PM","Home","Georgia Tech","Aberdeen, Md.","L","6-18","6","18","",2004,"",10011,30047,NA
"May 25 (Tue)","7:30 PM","Away","Wake Forest","Salem, VA","W","15-12","15","12","ACC",2004,"",10023,30043,NA
"May 26 (Wed)","1:30 PM","Away","Georgia Tech","Salem, VA","L","3-4","3","4","",2004,"",10011,30043,NA
"May 27 (Thu)","10:00 AM","Away","North Carolina","Salem, VA","L","0-14","0","14","ACC",2004,"",10014,30043,NA
"Feb 12 (Sat)","12:30 PM","Away","Winthrop","Rock Hill, S.C.","L","0-8","0","8","",2005,"",10055,30044,NA
"Feb 13 (Sun)","11:30 AM","Away","Western Kentucky","Rock Hill, S.C.","W","2-1","2","1","",2005,"",10064,30044,NA
"Feb 18 (Fri)","3:00 PM","Away","UNCW","Wilmington, N.C.","W","12-8","12","8","",2005,"",10065,30049,NA
"Feb 19 (Sat)","2:00 PM","Away","UNCW","Wilmington, N.C.","W","4-2","4","2","",2005,"",10065,30049,NA
"Feb 20 (Sun)","2:00 PM","Away","UNCW","Wilmington, N.C.","L","6-11","6","11","",2005,"",10065,30049,NA
"Feb 25 (Fri)","12:00 PM","Away","LeMoyne","Charleston, S.C.","L","3-5","3","5","",2005,"",10039,30017,NA
"Feb 26 (Sat)","11:00 AM","Away","Towson","Charleston, S.C.","W","7-1","7","1","",2005,"",10020,30017,NA
"Mar 4 (Fri)","4:00 PM","Home","Virginia Tech","College Park, MD","W","6-4","6","4","",2005,"",10066,30015,NA
"Mar 5 (Sat)","1:00 PM","Home","Virginia Tech","College Park, MD","W","6-2","6","2","",2005,"",10066,30015,NA
"Mar 6 (Sun)","1:00 PM","Home","Virginia Tech","College Park, MD","L","12-13","12","13","",2005,"",10066,30015,NA
"Mar 9 (Wed)","3:00 PM","Home","Maryland Eastern Shore","College Park, MD","W","3-2","3","2","",2005,"",10018,30015,NA
"Mar 9 (Wed)","7:00 PM","Home","Maryland Eastern Shore","College Park, MD","W","5-1","5","1","",2005,"",10018,30015,NA
"Mar 11 (Fri)","3:00 PM","Away","NC State","Raleigh, N.C.","W","15-6","15","6","",2005,"",10038,30032,NA
"Mar 12 (Sat)","2:00 PM","Away","NC State","Raleigh, N.C.","L","1-11","1","11","",2005,"",10038,30032,NA
"Mar 13 (Sun)","1:00 PM","Away","NC State","Raleigh, N.C.","L","5-6","5","6","",2005,"",10038,30032,NA
"Mar 15 (Tue)","4:00 PM","Home","JAMES MADISON","College Park, MD","W","3-2","3","2","",2005,"",10006,30015,NA
"Mar 16 (Wed)","4:00 PM","Home","JAMES MADISON","College Park, MD","L","4-6","4","6","",2005,"",10006,30015,NA
"Mar 18 (Fri)","5:00 PM","Away","Virginia","Charlottesville, Va.","L","1-4","1","4","",2005,"",10019,30033,NA
"Mar 19 (Sat)","2:00 PM","Away","Virginia","Charlottesville, Va.","L","5-6","5","6","",2005,"",10019,30033,NA
"Mar 20 (Sun)","1:00 PM","Away","Virginia","Charlottesville, Va.","L","2-5","2","5","",2005,"",10019,30033,NA
"Mar 22 (Tue)","3:00 PM","Home","Duquesne","College Park, MD","L","9-14","9","14","",2005,"",10063,30015,NA
"Mar 22 (Tue)","7:00 PM","Home","Duquesne","College Park, MD","W","10-2","10","2","",2005,"",10063,30015,NA
"Mar 25 (Fri)","7:00 PM","Home","Clemson","College Park, MD","L","3-14","3","14","",2005,"",10009,30015,NA
"Mar 26 (Sat)","4:00 PM","Home","Clemson","College Park, MD","L","4-6","4","6","",2005,"",10009,30015,NA
"Mar 26 (Sat)","7:15 PM","Home","Clemson","College Park, MD","L","0-12","0","12","",2005,"",10009,30015,NA
"Mar 29 (Tue)","4:00 PM","Home","UMBC","College Park, MD","W","8-6","8","6","",2005,"",10021,30015,NA
"Mar 30 (Wed)","4:00 PM","Home","TEMPLE","College Park, MD","W","11-5","11","5","",2005,"",10047,30015,NA
"Apr 1 (Fri)","TBA","Away","Georgia Tech","Atlanta, Ga.","L","8-13","8","13","",2005,"",10011,30030,NA
"Apr 2 (Sat)","7:00 PM","Away","Georgia Tech","Atlanta, Ga.","W","2-1","2","1","",2005,"",10011,30030,NA
"Apr 3 (Sun)","1:30 PM","Away","Georgia Tech","Atlanta, Ga.","L","24-4","24","4","",2005,"",10011,30030,NA
"Apr 5 (Tue)","7:00 PM","Away","Bowie Baysox","Bowie, Md.","W","2-1","2","1","",2005,"",10067,30046,NA
"Apr 6 (Wed)","7:00 PM","Home","UMBC","College Park, MD","L","7-9","7","9","",2005,"",10021,30015,NA
"Apr 8 (Fri)","7:00 PM","Home","North Carolina","College Park, MD","L","0-10","0","10","",2005,"",10014,30015,NA
"Apr 9 (Sat)","7:00 PM","Home","North Carolina","College Park, MD","L","3-5","3","5","",2005,"",10014,30015,NA
"Apr 10 (Sun)","1:00 PM","Home","North Carolina","College Park, MD","L","2-3","2","3","",2005,"",10014,30015,NA
"Apr 13 (Wed)","7:00 PM","Home","Mount St. Mary's","College Park, MD","W","5-4","5","4","",2005,"",10037,30015,NA
"Apr 15 (Fri)","3:00 PM","Away","Duke","Durham, N.C.","L","1-2","1","2","",2005,"",10013,30016,NA
"Apr 16 (Sat)","1:30 PM","Away","Duke","Durham, N.C.","W","13-3","13","3","",2005,"",10013,30016,NA
"Apr 17 (Sun)","1:30 PM","Away","Duke","Durham, N.C.","L","6-1","6","1","",2005,"",10013,30016,NA
"Apr 19 (Tue)","7:00 PM","Home","COPPIN STATE","College Park, MD","W","17-2","17","2","",2005,"",10012,30015,NA
"Apr 20 (Wed)","7:00 PM","Away","UMBC","Baltimore, Md.","W","3-2","3","2","",2005,"",10021,30023,NA
"Apr 22 (Fri)","7:00 PM","Home","Wake Forest","College Park, MD","W","5-4","5","4","",2005,"",10023,30015,NA
"Apr 23 (Sat)","1:00 PM","Home","Wake Forest","College Park, MD","L","6-7","6","7","",2005,"",10023,30015,NA
"Apr 24 (Sun)","1:00 PM","Home","Wake Forest","College Park, MD","L","5-11","5","11","",2005,"",10023,30015,NA
"Apr 26 (Tue)","3:00 PM","Away","James Madison","Harrisonburg, VA","W","6-3","6","3","",2005,"",10006,30024,NA
"Apr 29 (Fri)","7:00 PM","Away","Miami","Miami, Fla.","L","3-4","3","4","",2005,"",10068,30050,NA
"Apr 30 (Sat)","7:00 PM","Away","Miami","Miami, Fla.","L","8-12","8","12","",2005,"",10068,30050,NA
"May 1 (Sun)","1:00 PM","Away","Miami","Miami, Fla.","W","11-9","11","9","",2005,"",10068,30050,NA
"May 4 (Wed)","4:00 PM","Home","Towson","College Park, MD","L","5-7","5","7","",2005,"",10020,30015,NA
"May 4 (Wed)","7:00 PM","Home","Towson","College Park, MD","W","20-5","20","5","",2005,"",10020,30015,NA
"May 6 (Fri)","7:00 PM","Home","Florida State","College Park, MD","L","2-7","2","7","",2005,"",10022,30015,NA
"May 7 (Sat)","7:00 PM","Home","Florida State","College Park, MD","L","1-8","1","8","",2005,"",10022,30015,NA
"May 8 (Sun)","1:00 PM","Home","Florida State","College Park, MD","L","2-4","2","4","",2005,"",10022,30015,NA
"May 10 (Tue)","7:00 PM","Home","LONGWOOD","College Park, MD","W","10-5","10","5","",2005,"",10069,30015,NA
"May 11 (Wed)","4:00 PM","Home","LONGWOOD","College Park, MD","W","8-5","8","5","",2005,"",10069,30015,NA
"May 24 (Tue)","3:00 PM","Away","Virginia Tech","Jacksonville, Fla.","W","5-4","5","4","ACC",2005,"",10066,30051,NA
"May 24 (Tue)","8:00 PM","Away","Wake Forest","Jacksonville, Fla.","L","13-20","13","20","ACC",2005,"",10023,30051,NA
"Feb 10 (Fri)","3:00 PM","Away","East Carolina","Greenville, N.C.","L","1-6","1","6","",2006,"",10026,30052,NA
"Feb 12 (Sun)","11:00 AM","Away","East Carolina","Greenville, N.C.","W","1-0","1","0","",2006,"",10026,30052,NA
"Feb 12 (Sun)","3:00 PM","Away","East Carolina","Greenville, N.C.","L","4-5","4","5","",2006,"",10026,30052,NA
"Feb 17 (Fri)","11:30 AM","Away","Gardner Webb","Rock Hill, S.C.","L","0-3","0","3","",2006,"",10056,30044,NA
"Feb 17 (Fri)","6:30 PM","Away","Winthrop","Rock Hill, S.C.","L","3-10","3","10","",2006,"",10055,30044,NA
"Feb 19 (Sun)","11:00 AM","Away","Evansville","Rock Hill, S.C.","L","5-17","5","17","",2006,"",10070,30044,NA
"Feb 24 (Fri)","4:00 PM","Away","Jacksonville","Jacksonville, Fla.","L","0-2","0","2","",2006,"",10003,30051,NA
"Feb 25 (Sat)","6:00 PM","Away","Jacksonville","Jacksonville, Fla.","W","8-7","8","7","",2006,"",10003,30051,NA
"Feb 26 (Sun)","1:00 PM","Away","Jacksonville","Jacksonville, Fla.","W","4-3","4","3","",2006,"",10003,30051,NA
"Mar 1 (Wed)","3:00 PM","Home","GEORGE WASHINGTON","College Park, MD","W","5-4","5","4","",2006,"",10017,30015,NA
"Mar 3 (Fri)","3:00 PM","Away","Duke","Durham, N.C.","L","2-4","2","4","",2006,"Big Ten",10013,30016,20001
"Mar 4 (Sat)","1:00 PM","Away","Duke","Durham, N.C.","W","5-3","5","3","",2006,"Big Ten",10013,30016,20001
"Mar 5 (Sun)","1:00 PM","Away","Duke","Durham, N.C.","W","9-8","9","8","",2006,"Big Ten",10013,30016,20001
"Mar 10 (Fri)","6:00 PM","Away","Florida State","Tallahassee, FL","L","7-9","7","9","",2006,"Big Ten",10022,30022,20001
"Mar 11 (Sat)","6:00 PM","Away","Florida State","Tallahassee, FL","L","2-6","2","6","",2006,"Big Ten",10022,30022,20001
"Mar 12 (Sun)","12:00 PM","Away","Florida State","Tallahassee, FL","L","3-4","3","4","",2006,"Big Ten",10022,30022,20001
"Mar 14 (Tue)","2:30 PM","Away","Towson","Towson, MD","L","2-9","2","9","",2006,"",10020,30027,NA
"Mar 15 (Wed)","5:00 PM","Home","Mount St. Mary's","College Park, MD","W","12-2","12","2","",2006,"",10037,30015,NA
"Mar 17 (Fri)","3:00 PM","Away","North Carolina","Chapel Hill, N.C.","W","15-8","15","8","",2006,"Big Ten",10014,30025,20001
"Mar 18 (Sat)","1:00 PM","Away","North Carolina","Chapel Hill, N.C.","L","7-11","7","11","",2006,"Big Ten",10014,30025,20001
